card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fight_date,fights_location,round_format,round_fought,weight_class,winner,winning_method
UFC Fight Night: Edgar vs Swanson,Akbarh Arreola,35%,14,0,0,Yves Edwards,46%,26,1,1,November 22 2014,"Austin, Texas, USA",3,1,Lightweight,Akbarh Arreola,SUB
UFC Fight Night: Edgar vs Swanson,Aleksei Oleinik,59%,32,0,0,Jared Rosholt,61%,21,0,0,November 22 2014,"Austin, Texas, USA",3,1,Heavyweight,Aleksei Oleinik,KO/TKO
UFC 181: Hendricks vs Lawler II,Sergio Pettis,39%,200,1,0,Matt Hobar,29%,124,9,2,December 06 2014,"Las Vegas, Nevada, USA",3,3,Bantamweight,Sergio Pettis,U-DEC
UFC Fight Night: Edgar vs Swanson,Chico Camus,33%,158,9,2,Brad Pickett,47%,149,2,1,November 22 2014,"Austin, Texas, USA",3,3,Flyweight,Chico Camus,S-DEC
UFC Fight Night: Edgar vs Swanson,Frankie Edgar,46%,202,13,7,Cub Swanson,36%,86,0,0,November 22 2014,"Austin, Texas, USA",5,5,Featherweight,Frankie Edgar,SUB
UFC 181: Hendricks vs Lawler II,Corey Anderson,50%,89,13,7,Justin Jones,40%,69,1,0,December 06 2014,"Las Vegas, Nevada, USA",3,3,Light Heavyweight,Corey Anderson,U-DEC
UFC Fight Night: Edgar vs Swanson,Matt Wiman,67%,101,3,0,Isaac Vallie-Flagg,66%,121,5,0,November 22 2014,"Austin, Texas, USA",3,3,Lightweight,Matt Wiman,U-DEC
UFC Fight Night: Edgar vs Swanson,Edson Barboza,40%,123,2,0,Bobby Green,40%,133,0,0,November 22 2014,"Austin, Texas, USA",3,3,Lightweight,Edson Barboza,U-DEC
UFC 181: Hendricks vs Lawler II,Josh Samman,53%,15,2,2,Eddie Gordon,45%,24,2,1,December 06 2014,"Las Vegas, Nevada, USA",3,2,Middleweight,Josh Samman,KO/TKO
UFC 181: Hendricks vs Lawler II,Urijah Faber,36%,52,3,0,Francisco Rivera,26%,56,0,0,December 06 2014,"Las Vegas, Nevada, USA",3,2,Bantamweight,Urijah Faber,SUB
UFC 181: Hendricks vs Lawler II,Raquel Pennington,50%,10,2,1,Ashlee Evans-Smith,68%,16,2,1,December 06 2014,"Las Vegas, Nevada, USA",3,1,Women's Bantamweight,Raquel Pennington,SUB
UFC 181: Hendricks vs Lawler II,Tony Ferguson,36%,55,1,1,Abel Trujillo,19%,76,5,2,December 06 2014,"Las Vegas, Nevada, USA",3,2,Lightweight,Tony Ferguson,SUB
UFC 181: Hendricks vs Lawler II,Todd Duffee,50%,16,0,0,Anthony Hamilton,33%,6,0,0,December 06 2014,"Las Vegas, Nevada, USA",3,1,Heavyweight,Todd Duffee,KO/TKO
UFC 181: Hendricks vs Lawler II,Anthony Pettis,51%,58,0,0,Gilbert Melendez,34%,78,8,1,December 06 2014,"Las Vegas, Nevada, USA",5,2,Lightweight,Anthony Pettis,SUB
UFC Fight Night 56: Shogun vs Saint Preux,Caio Magalhaes,64%,14,0,0,Trevor Smith,40%,5,0,0,November 08 2014,"Uberlandia, Minas Gerais, Brazil",3,1,Middleweight,Caio Magalhaes,KO/TKO
UFC 181: Hendricks vs Lawler II,Robbie Lawler,48%,228,17,5,Johny Hendricks,57%,201,0,0,December 06 2014,"Las Vegas, Nevada, USA",5,5,Welterweight,Robbie Lawler,S-DEC
UFC 181: Hendricks vs Lawler II,Travis Browne,67%,37,1,1,Brendan Schaub,38%,13,3,1,December 06 2014,"Las Vegas, Nevada, USA",3,1,Heavyweight,Travis Browne,KO/TKO
UFC Fight Night 56: Shogun vs Saint Preux,Dhiego Lima,51%,137,8,6,Jorge de Oliveira,33%,68,0,0,November 08 2014,"Uberlandia, Minas Gerais, Brazil",3,3,Welterweight,Dhiego Lima,U-DEC
UFC Fight Night 56: Shogun vs Saint Preux,Juliana Lima,55%,38,4,1,Nina Nunes,53%,43,1,0,November 08 2014,"Uberlandia, Minas Gerais, Brazil",3,3,Women's Strawweight,Juliana Lima,U-DEC
UFC Fight Night 56: Shogun vs Saint Preux,Claudio Silva,41%,81,9,3,Leon Edwards,54%,61,0,0,November 08 2014,"Uberlandia, Minas Gerais, Brazil",3,3,Welterweight,Claudio Silva,S-DEC
UFC Fight Night 56: Shogun vs Saint Preux,Diego Rivas,37%,40,3,2,Rodolfo Rubio Perez,36%,47,6,2,November 08 2014,"Uberlandia, Minas Gerais, Brazil",3,3,Featherweight,Diego Rivas,U-DEC
UFC Fight Night 56: Shogun vs Saint Preux,Warlley Alves,44%,106,1,1,Alan Jouban,50%,156,0,0,November 08 2014,"Uberlandia, Minas Gerais, Brazil",3,3,Welterweight,Warlley Alves,U-DEC
UFC Fight Night 56: Shogun vs Saint Preux,Ovince Saint Preux,66%,3,0,0,Mauricio Rua,60%,15,0,0,November 08 2014,"Uberlandia, Minas Gerais, Brazil",5,1,Light Heavyweight,Ovince Saint Preux,KO/TKO
UFC 180: Werdum vs Hunt,Henry Briones,50%,63,0,0,Guido Cannetti,47%,73,2,1,November 15 2014,"Mexico City, Distrito Federal, Mexico",3,2,Bantamweight,Henry Briones,SUB
UFC 180: Werdum vs Hunt,Gabriel Benitez,37%,61,0,0,Humberto Brown Morrison,50%,36,4,1,November 15 2014,"Mexico City, Distrito Federal, Mexico",3,3,Featherweight,Gabriel Benitez,SUB
UFC 180: Werdum vs Hunt,Jessica Eye,43%,185,0,0,Leslie Smith,28%,98,0,0,November 15 2014,"Mexico City, Distrito Federal, Mexico",3,2,Women's Bantamweight,Jessica Eye,KO/TKO
UFC 180: Werdum vs Hunt,Fabricio Werdum,56%,37,3,0,Mark Hunt,27%,36,1,1,November 15 2014,"Mexico City, Distrito Federal, Mexico",5,2,Heavyweight,Fabricio Werdum,KO/TKO
UFC 180: Werdum vs Hunt,Alejandro Perez,29%,130,2,1,Jose Quinonez,34%,111,4,3,November 15 2014,"Mexico City, Distrito Federal, Mexico",3,3,Bantamweight,Alejandro Perez,U-DEC
UFC 180: Werdum vs Hunt,Kelvin Gastelum,41%,24,1,1,Jake Ellenberger,44%,36,2,1,November 15 2014,"Mexico City, Distrito Federal, Mexico",3,1,Welterweight,Kelvin Gastelum,SUB
UFC 180: Werdum vs Hunt,Hector Urbina,66%,18,2,2,Edgar Garcia,57%,7,0,0,November 15 2014,"Mexico City, Distrito Federal, Mexico",3,1,Welterweight,Hector Urbina,SUB
UFC 180: Werdum vs Hunt,Yair Rodriguez,40%,83,6,2,Leonardo Morales,45%,72,1,0,November 15 2014,"Mexico City, Distrito Federal, Mexico",3,3,Featherweight,Yair Rodriguez,U-DEC
UFC 180: Werdum vs Hunt,Augusto Montano,57%,52,0,0,Chris Heatherly,40%,20,3,1,November 15 2014,"Mexico City, Distrito Federal, Mexico",3,1,Welterweight,Augusto Montano,KO/TKO
UFC 180: Werdum vs Hunt,Ricardo Lamas,56%,25,0,0,Dennis Bermudez,26%,30,1,0,November 15 2014,"Mexico City, Distrito Federal, Mexico",3,1,Featherweight,Ricardo Lamas,SUB
UFC on FOX: Machida vs Rockhold,Chris Dempsey,26%,140,3,3,Eddie Gordon,31%,138,12,3,April 18 2015,"Newark, New Jersey, USA",3,3,Middleweight,Chris Dempsey,S-DEC
UFC on FOX: Machida vs Rockhold,Tim Means,23%,164,5,0,George Sullivan,36%,130,2,2,April 18 2015,"Newark, New Jersey, USA",3,3,Welterweight,Tim Means,SUB
UFC on FOX: Machida vs Rockhold,Aljamain Sterling,30%,42,1,0,Takeya Mizugaki,59%,54,15,3,April 18 2015,"Newark, New Jersey, USA",3,3,Bantamweight,Aljamain Sterling,SUB
UFC on FOX: Machida vs Rockhold,Diego Brandao,50%,24,3,2,Jimy Hettes,61%,18,3,1,April 18 2015,"Newark, New Jersey, USA",3,1,Featherweight,Diego Brandao,KO/TKO
UFC Fight Night: Condit vs Alves,Tom Breese,48%,43,2,0,Luiz Dutra,61%,42,2,0,May 30 2015,"Goiania, Goias, Brazil",3,1,Welterweight,Tom Breese,KO/TKO
UFC Fight Night: Condit vs Alves,Mirsad Bektic,30%,23,0,0,Lucas Martins,56%,69,5,3,May 30 2015,"Goiania, Goias, Brazil",3,2,Featherweight,Mirsad Bektic,KO/TKO
UFC Fight Night: Boetsch vs Henderson,Jose Quinonez,66%,3,2,1,Leonardo Morales,75%,4,0,0,June 06 2015,"New Orleans, Louisiana, USA",3,1,Bantamweight,Jose Quinonez,SUB
UFC Fight Night: Condit vs Alves,Juliana Lima,56%,72,3,3,Ericka Almeida,35%,37,2,0,May 30 2015,"Goiania, Goias, Brazil",3,3,Women's Strawweight,Juliana Lima,U-DEC
UFC Fight Night: Jedrzejczyk vs Penne,Taylor Lapilus,51%,60,1,0,Yuta Sasaki,39%,41,6,1,June 20 2015,"Berlin, Berlin, Germany",3,2,Bantamweight,Taylor Lapilus,KO/TKO
UFC Fight Night: Condit vs Alves,Nicolas Dalby,43%,131,2,0,Elizeu Zaleski dos Santos,29%,139,10,6,May 30 2015,"Goiania, Goias, Brazil",3,3,Welterweight,Nicolas Dalby,S-DEC
UFC Fight Night: Gonzaga vs Cro Cop 2,Taylor Lapilus,55%,143,3,2,Rocky Lee,51%,72,10,1,April 11 2015,"Krakow, Poland",3,3,Featherweight,Taylor Lapilus,U-DEC
UFC Fight Night: Boetsch vs Henderson,Jake Collier,31%,151,7,3,Ricardo Abreu,31%,211,0,0,June 06 2015,"New Orleans, Louisiana, USA",3,3,Middleweight,Jake Collier,S-DEC
UFC 188: Velasquez vs Werdum,Gabriel Benitez,56%,106,0,0,Clay Collard,21%,158,11,6,June 13 2015,"Mexico City, Distrito Federal, Mexico",3,3,Featherweight,Gabriel Benitez,U-DEC
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Willie Gates,30%,13,1,0,Darrell Montague,57%,33,0,0,July 12 2015,"Las Vegas, Nevada, USA",3,1,Flyweight,Willie Gates,KO/TKO
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Jerrod Sanders,50%,26,2,1,Russell Doane,68%,22,8,3,July 12 2015,"Las Vegas, Nevada, USA",3,3,Bantamweight,Jerrod Sanders,U-DEC
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,George Sullivan,56%,96,2,2,Dominic Waters,24%,53,5,5,July 12 2015,"Las Vegas, Nevada, USA",3,3,Welterweight,George Sullivan,U-DEC
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Trevor Smith,42%,59,1,0,Dan Miller,67%,76,3,1,July 12 2015,"Las Vegas, Nevada, USA",3,3,Middleweight,Trevor Smith,U-DEC
UFC Fight Night: Mir vs Duffee,Sean Strickland,47%,82,3,0,Igor Araujo,42%,169,3,3,July 15 2015,"San Diego, California, USA",3,3,Welterweight,Sean Strickland,U-DEC
UFC Fight Night: Mir vs Duffee,Lyman Good,20%,97,0,0,Andrew Craig,51%,106,0,0,July 15 2015,"San Diego, California, USA",3,2,Welterweight,Lyman Good,KO/TKO
UFC Fight Night: Mir vs Duffee,Kevin Casey,47%,86,3,1,Ildemar Alcantara,30%,66,0,0,July 15 2015,"San Diego, California, USA",3,3,Middleweight,Kevin Casey,U-DEC
UFC Fight Night: Mir vs Duffee,Rani Yahya,35%,68,11,4,Masanori Kanehara,54%,44,0,0,July 15 2015,"San Diego, California, USA",3,3,Bantamweight,Rani Yahya,S-DEC
UFC Fight Night: Mir vs Duffee,Alan Jouban,49%,104,1,1,Matt Dwyer,24%,117,1,0,July 15 2015,"San Diego, California, USA",3,3,Welterweight,Alan Jouban,U-DEC
UFC Fight Night: Mir vs Duffee,Kevin Lee,32%,28,2,1,James Moontasri,33%,18,0,0,July 15 2015,"San Diego, California, USA",3,1,Lightweight,Kevin Lee,SUB
UFC Fight Night: Mir vs Duffee,Jessica Andrade,55%,90,4,3,Sarah Moras,32%,56,8,0,July 15 2015,"San Diego, California, USA",3,3,Women's Bantamweight,Jessica Andrade,U-DEC
UFC Fight Night: Mir vs Duffee,Sam Sicilia,29%,41,2,2,Yaotzin Meza,48%,37,9,1,July 15 2015,"San Diego, California, USA",3,3,Featherweight,Sam Sicilia,U-DEC
UFC Fight Night: Mir vs Duffee,Manvel Gamburyan,48%,74,2,1,Scott Jorgensen,44%,95,13,5,July 15 2015,"San Diego, California, USA",3,3,Bantamweight,Manvel Gamburyan,U-DEC
UFC Fight Night: Mir vs Duffee,Tony Ferguson,33%,100,6,1,Josh Thomson,55%,149,1,0,July 15 2015,"San Diego, California, USA",3,3,Lightweight,Tony Ferguson,U-DEC
UFC Fight Night: Mir vs Duffee,Holly Holm,36%,178,1,1,Marion Reneau,34%,75,0,0,July 15 2015,"San Diego, California, USA",3,3,Women's Bantamweight,Holly Holm,U-DEC
UFC Fight Night: Bisping vs Leites,Robert Whiteford,54%,37,1,0,Paul Redmond,35%,31,0,0,July 18 2015,"Glasgow, Scotland, United Kingdom",3,1,Featherweight,Robert Whiteford,KO/TKO
UFC Fight Night: Bisping vs Leites,Ilir Latifi,77%,9,0,0,Hans Stringer,40%,5,0,0,July 18 2015,"Glasgow, Scotland, United Kingdom",3,1,Light Heavyweight,Ilir Latifi,KO/TKO
UFC Fight Night: Bisping vs Leites,Jimmie Rivera,52%,17,0,0,Marcus Brimage,55%,27,0,0,July 18 2015,"Glasgow, Scotland, United Kingdom",3,1,Bantamweight,Jimmie Rivera,KO/TKO
UFC Fight Night: Mir vs Duffee,Frank Mir,43%,37,0,0,Todd Duffee,37%,24,0,0,July 15 2015,"San Diego, California, USA",5,1,Heavyweight,Frank Mir,KO/TKO
UFC Fight Night: Bisping vs Leites,Daniel Omielanczuk,75%,20,0,0,Chris de la Rocha,8%,12,0,0,July 18 2015,"Glasgow, Scotland, United Kingdom",3,1,Heavyweight,Daniel Omielanczuk,KO/TKO
UFC Fight Night: Bisping vs Leites,Paddy Holohan,37%,75,3,1,Vaughan Lee,52%,51,0,0,July 18 2015,"Glasgow, Scotland, United Kingdom",3,3,Flyweight,Paddy Holohan,U-DEC
UFC Fight Night: Bisping vs Leites,Leon Edwards,50%,71,4,0,Pawel Pawlak,30%,78,4,0,July 18 2015,"Glasgow, Scotland, United Kingdom",3,3,Welterweight,Leon Edwards,U-DEC
UFC Fight Night: Bisping vs Leites,Mickael Lebout,50%,85,1,0,Teemu Packalen,57%,61,11,3,July 18 2015,"Glasgow, Scotland, United Kingdom",3,3,Lightweight,Mickael Lebout,U-DEC
UFC Fight Night: Bisping vs Leites,Stevie Ray,46%,41,0,0,Leonardo Mafra,57%,40,0,0,July 18 2015,"Glasgow, Scotland, United Kingdom",3,1,Lightweight,Stevie Ray,KO/TKO
UFC Fight Night: Bisping vs Leites,Joanne Wood,64%,140,4,3,Cortney Casey,61%,92,0,0,July 18 2015,"Glasgow, Scotland, United Kingdom",3,3,Women's Strawweight,Joanne Wood,U-DEC
UFC Fight Night: Bisping vs Leites,Joe Duffy,27%,29,0,0,Ivan Jorge,46%,15,2,0,July 18 2015,"Glasgow, Scotland, United Kingdom",3,1,Lightweight,Joe Duffy,SUB
UFC Fight Night: Bisping vs Leites,Evan Dunham,57%,28,0,0,Ross Pearson,54%,48,13,5,July 18 2015,"Glasgow, Scotland, United Kingdom",3,3,Lightweight,Evan Dunham,U-DEC
UFC on FOX: Dillashaw vs. Barao II,Elizabeth Phillips,45%,80,3,2,Jessamyn Duke,48%,101,4,2,July 25 2015,"Chicago, Illinois, USA",3,3,Women's Bantamweight,Elizabeth Phillips,U-DEC
UFC on FOX: Dillashaw vs. Barao II,Andrew Holbrook,46%,63,6,6,Ramsey Nijem,51%,39,3,0,July 25 2015,"Chicago, Illinois, USA",3,3,Lightweight,Andrew Holbrook,S-DEC
UFC on FOX: Dillashaw vs. Barao II,Jim Miller,40%,110,3,2,Danny Castillo,33%,103,6,0,July 25 2015,"Chicago, Illinois, USA",3,3,Lightweight,Jim Miller,S-DEC
UFC Fight Night: Bisping vs Leites,Michael Bisping,41%,277,0,0,Thales Leites,40%,194,4,1,July 18 2015,"Glasgow, Scotland, United Kingdom",5,5,Middleweight,Michael Bisping,S-DEC
UFC on FOX: Dillashaw vs. Barao II,James Krause,31%,19,0,0,Daron Cruickshank,66%,15,1,1,July 25 2015,"Chicago, Illinois, USA",3,1,Lightweight,James Krause,SUB
UFC on FOX: Dillashaw vs. Barao II,Zak Cummings,46%,30,0,0,Dominique Steele,100%,2,0,0,July 25 2015,"Chicago, Illinois, USA",3,1,Middleweight,Zak Cummings,KO/TKO
UFC on FOX: Dillashaw vs. Barao II,Bryan Caraway,28%,180,1,0,Eddie Wineland,32%,190,12,0,July 25 2015,"Chicago, Illinois, USA",3,3,Bantamweight,Bryan Caraway,U-DEC
UFC on FOX: Dillashaw vs. Barao II,Edson Barboza,47%,135,1,0,Paul Felder,31%,150,1,0,July 25 2015,"Chicago, Illinois, USA",3,3,Lightweight,Edson Barboza,U-DEC
UFC on FOX: Dillashaw vs. Barao II,Ben Saunders,48%,186,3,2,Kenny Robertson,48%,204,0,0,July 25 2015,"Chicago, Illinois, USA",3,3,Welterweight,Ben Saunders,S-DEC
UFC on FOX: Dillashaw vs. Barao II,Tom Lawlor,48%,64,1,1,Gian Villante,42%,52,1,0,July 25 2015,"Chicago, Illinois, USA",3,2,Light Heavyweight,Tom Lawlor,KO/TKO
UFC on FOX: Dillashaw vs. Barao II,TJ Dillashaw,55%,212,5,0,Renan Barao,34%,181,5,0,July 25 2015,"Chicago, Illinois, USA",5,4,Bantamweight,TJ Dillashaw,KO/TKO
UFC on FOX: Dillashaw vs. Barao II,Joe Lauzon,57%,26,1,1,Takanori Gomi,29%,24,0,0,July 25 2015,"Chicago, Illinois, USA",3,1,Lightweight,Joe Lauzon,KO/TKO
UFC on FOX: Dillashaw vs. Barao II,Miesha Tate,47%,122,4,1,Jessica Eye,39%,143,0,0,July 25 2015,"Chicago, Illinois, USA",3,3,Women's Bantamweight,Miesha Tate,U-DEC
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Maximo Blanco,57%,7,0,0,Mike de la Torre,20%,5,0,0,July 12 2015,"Las Vegas, Nevada, USA",3,1,Featherweight,Maximo Blanco,KO/TKO
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Josh Samman,63%,19,0,0,Caio Magalhaes,37%,8,0,0,July 12 2015,"Las Vegas, Nevada, USA",3,1,Middleweight,Josh Samman,SUB
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Michelle Waterson-Gomez,33%,24,1,1,Angela Magana,78%,60,3,3,July 12 2015,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,Michelle Waterson-Gomez,SUB
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Stephen Thompson,35%,14,1,0,Jake Ellenberger,57%,35,3,1,July 12 2015,"Las Vegas, Nevada, USA",5,1,Welterweight,Stephen Thompson,KO/TKO
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Jorge Masvidal,52%,23,0,0,Cezar Ferreira,38%,18,3,1,July 12 2015,"Las Vegas, Nevada, USA",3,1,Welterweight,Jorge Masvidal,KO/TKO
UFC 189: Mendes vs McGregor,Cody Pfister,34%,76,0,0,Yosdenis Cedeno,15%,98,7,5,July 11 2015,"Las Vegas, Nevada, USA",3,3,Lightweight,Cody Pfister,U-DEC
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Michael Graves,60%,45,10,7,Vicente Luque,49%,57,0,0,July 12 2015,"Las Vegas, Nevada, USA",3,3,Welterweight,Michael Graves,U-DEC
UFC 189: Mendes vs McGregor,Cody Garbrandt,40%,158,6,3,Henry Briones,33%,106,0,0,July 11 2015,"Las Vegas, Nevada, USA",3,3,Bantamweight,Cody Garbrandt,U-DEC
UFC 189: Mendes vs McGregor,Louis Smolka,48%,43,0,0,Neil Seery,51%,45,10,6,July 11 2015,"Las Vegas, Nevada, USA",3,3,Flyweight,Louis Smolka,U-DEC
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,Kamaru Usman,57%,26,8,6,Hayder Hassan,27%,11,0,0,July 12 2015,"Las Vegas, Nevada, USA",3,2,Welterweight,Kamaru Usman,SUB
UFC 189: Mendes vs McGregor,Thomas Almeida,36%,55,1,0,Brad Pickett,43%,55,0,0,July 11 2015,"Las Vegas, Nevada, USA",3,2,Bantamweight,Thomas Almeida,KO/TKO
UFC 189: Mendes vs McGregor,Matt Brown,67%,37,1,1,Tim Means,40%,40,2,0,July 11 2015,"Las Vegas, Nevada, USA",3,1,Welterweight,Matt Brown,SUB
UFC 189: Mendes vs McGregor,Alex Garcia,20%,94,0,0,Mike Swick,23%,102,5,5,July 11 2015,"Las Vegas, Nevada, USA",3,3,Welterweight,Alex Garcia,U-DEC
UFC 189: Mendes vs McGregor,Jeremy Stephens,42%,82,6,1,Dennis Bermudez,52%,73,2,0,July 11 2015,"Las Vegas, Nevada, USA",3,3,Featherweight,Jeremy Stephens,KO/TKO
UFC 189: Mendes vs McGregor,John Howard,51%,87,2,0,Cathal Pendred,54%,88,1,0,July 11 2015,"Las Vegas, Nevada, USA",3,3,Welterweight,John Howard,S-DEC
UFC 189: Mendes vs McGregor,Robbie Lawler,44%,156,0,0,Rory MacDonald,38%,222,4,0,July 11 2015,"Las Vegas, Nevada, USA",5,5,Welterweight,Robbie Lawler,KO/TKO
UFC 189: Mendes vs McGregor,Gunnar Nelson,75%,8,0,0,Brandon Thatch,57%,14,0,0,July 11 2015,"Las Vegas, Nevada, USA",3,1,Welterweight,Gunnar Nelson,SUB
UFC Fight Night: Machida vs Romero,Sirwan Kakai,32%,184,0,0,Danny Martinez,35%,146,10,5,June 27 2015,"Hollywood, Florida, USA",3,3,Bantamweight,Sirwan Kakai,U-DEC
UFC 189: Mendes vs McGregor,Conor McGregor,64%,48,7,4,Chad Mendes,50%,92,0,0,July 11 2015,"Las Vegas, Nevada, USA",5,2,Featherweight,Conor McGregor,KO/TKO
UFC Fight Night: Machida vs Romero,Alex Oliveira,33%,33,16,5,Joe Merritt,58%,39,2,0,June 27 2015,"Hollywood, Florida, USA",3,3,Welterweight,Alex Oliveira,U-DEC
UFC Fight Night: Machida vs Romero,Antonio Carlos Junior,51%,78,8,4,Eddie Gordon,26%,45,1,0,June 27 2015,"Hollywood, Florida, USA",3,3,Middleweight,Antonio Carlos Junior,SUB
UFC Fight Night: Machida vs Romero,Tony Sims,32%,28,0,0,Steve Montgomery,52%,19,1,0,June 27 2015,"Hollywood, Florida, USA",3,1,Welterweight,Tony Sims,KO/TKO
UFC 188: Velasquez vs Werdum,Cathal Pendred,38%,55,0,0,Augusto Montano,41%,41,17,4,June 13 2015,"Mexico City, Distrito Federal, Mexico",3,3,Welterweight,Cathal Pendred,U-DEC
UFC Fight Night: Machida vs Romero,Hacran Dias,51%,33,10,3,Levan Makashvili,56%,65,8,2,June 27 2015,"Hollywood, Florida, USA",3,3,Featherweight,Hacran Dias,S-DEC
UFC Fight Night: Machida vs Romero,Thiago Santos,75%,4,0,0,Steve Bosse,0%,1,0,0,June 27 2015,"Hollywood, Florida, USA",3,1,Middleweight,Thiago Santos,KO/TKO
UFC Fight Night: Machida vs Romero,Leandro Silva,58%,48,8,3,Lewis Gonzalez,37%,56,6,2,June 27 2015,"Hollywood, Florida, USA",3,3,Welterweight,Leandro Silva,U-DEC
UFC 188: Velasquez vs Werdum,Johnny Case,45%,74,2,0,Francisco Trevino,36%,109,7,4,June 13 2015,"Mexico City, Distrito Federal, Mexico",3,3,Lightweight,Johnny Case,U-DEC
UFC Fight Night: Machida vs Romero,Yoel Romero,48%,64,0,0,Lyoto Machida,60%,70,2,1,June 27 2015,"Hollywood, Florida, USA",5,3,Middleweight,Yoel Romero,KO/TKO
UFC 188: Velasquez vs Werdum,Patrick Williams,0%,1,1,0,Alejandro Perez,50%,4,0,0,June 13 2015,"Mexico City, Distrito Federal, Mexico",3,1,Bantamweight,Patrick Williams,SUB
UFC 188: Velasquez vs Werdum,Kelvin Gastelum,53%,110,2,1,Nate Marquardt,36%,49,2,0,June 13 2015,"Mexico City, Distrito Federal, Mexico",3,2,Middleweight,Kelvin Gastelum,KO/TKO
UFC 188: Velasquez vs Werdum,Tecia Torres,40%,80,12,2,Angela Hill,39%,68,0,0,June 13 2015,"Mexico City, Distrito Federal, Mexico",3,3,Women's Strawweight,Tecia Torres,U-DEC
UFC Fight Night: Machida vs Romero,Lorenz Larkin,32%,101,3,0,Santiago Ponzinibbio,55%,115,0,0,June 27 2015,"Hollywood, Florida, USA",3,2,Welterweight,Lorenz Larkin,KO/TKO
UFC 188: Velasquez vs Werdum,Henry Cejudo,43%,143,15,1,Chico Camus,33%,144,1,0,June 13 2015,"Mexico City, Distrito Federal, Mexico",3,3,Flyweight,Henry Cejudo,U-DEC
UFC 188: Velasquez vs Werdum,Efrain Escudero,100%,1,0,0,Drew Dober,0%,3,0,0,June 13 2015,"Mexico City, Distrito Federal, Mexico",3,1,Lightweight,Efrain Escudero,SUB
UFC 188: Velasquez vs Werdum,Eddie Alvarez,28%,129,1,0,Gilbert Melendez,48%,64,11,3,June 13 2015,"Mexico City, Distrito Federal, Mexico",3,3,Lightweight,Eddie Alvarez,S-DEC
UFC Fight Night: Boetsch vs Henderson,Chris Wade,56%,57,7,4,Christos Giagos,33%,84,4,0,June 06 2015,"New Orleans, Louisiana, USA",3,3,Lightweight,Chris Wade,U-DEC
UFC 188: Velasquez vs Werdum,Yair Rodriguez,56%,100,1,1,Charles Rosa,49%,79,14,5,June 13 2015,"Mexico City, Distrito Federal, Mexico",3,3,Featherweight,Yair Rodriguez,S-DEC
UFC Fight Night: Boetsch vs Henderson,Joe Proctor,38%,175,0,0,Justin Edwards,36%,171,3,2,June 06 2015,"New Orleans, Louisiana, USA",3,3,Lightweight,Joe Proctor,SUB
UFC Fight Night: Boetsch vs Henderson,Francisco Rivera,55%,9,0,0,Alex Caceres,0%,5,0,0,June 06 2015,"New Orleans, Louisiana, USA",3,1,Bantamweight,Francisco Rivera,KO/TKO
UFC 188: Velasquez vs Werdum,Fabricio Werdum,52%,169,5,4,Cain Velasquez,55%,174,3,1,June 13 2015,"Mexico City, Distrito Federal, Mexico",5,3,Heavyweight,Fabricio Werdum,SUB
UFC Fight Night: Boetsch vs Henderson,Omari Akhmedov,15%,13,1,0,Brian Ebersole,37%,40,0,0,June 06 2015,"New Orleans, Louisiana, USA",3,1,Welterweight,Omari Akhmedov,KO/TKO
UFC Fight Night: Boetsch vs Henderson,Brian Ortega,41%,94,11,6,Thiago Tavares,40%,101,0,0,June 06 2015,"New Orleans, Louisiana, USA",3,3,Featherweight,Brian Ortega,KO/TKO
UFC Fight Night: Boetsch vs Henderson,Shawn Jordan,62%,37,4,3,Derrick Lewis,26%,23,0,0,June 06 2015,"New Orleans, Louisiana, USA",3,2,Heavyweight,Shawn Jordan,KO/TKO
UFC Fight Night: Boetsch vs Henderson,Anthony Birchak,11%,9,0,0,Joe Soto,41%,39,0,0,June 06 2015,"New Orleans, Louisiana, USA",3,1,Bantamweight,Anthony Birchak,KO/TKO
UFC Fight Night: Boetsch vs Henderson,Dan Henderson,50%,6,0,0,Tim Boetsch,80%,15,0,0,June 06 2015,"New Orleans, Louisiana, USA",5,1,Middleweight,Dan Henderson,KO/TKO
UFC Fight Night: Jedrzejczyk vs Penne,Scott Askham,68%,16,1,0,Antonio Dos Santos,52%,21,1,0,June 20 2015,"Berlin, Berlin, Germany",3,1,Middleweight,Scott Askham,KO/TKO
UFC Fight Night: Boetsch vs Henderson,Ben Rothwell,31%,16,0,0,Matt Mitrione,38%,21,1,0,June 06 2015,"New Orleans, Louisiana, USA",3,1,Heavyweight,Ben Rothwell,SUB
